territorio,ano,faixa_renda,categoria,valor_reais
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,267.64
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,205.17
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,35.66
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,41.07
Espírito Santo,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,23.22
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,484.72
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1121.61
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,526.95
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,291.9
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,89.24
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,60.45
Espírito Santo,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,42.5
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,634.68
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1709.6
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,915.36
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,523.06
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,195.52
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,100.6
Espírito Santo,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,64.01
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,783.47
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2375.39
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1311.53
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,780.94
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,381.55
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,136.29
Espírito Santo,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,109.87
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1096.4
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3243.24
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,3487.92
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1147.37
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,790.24
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,227.98
Espírito Santo,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,121.62
Espírito Santo,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1516.07
Espírito Santo,2018,Mais de 23.850 Reais,2.1.2 Habitação,5214.81
Espírito Santo,2018,Mais de 23.850 Reais,2.1.4 Transporte,4407.89
Espírito Santo,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1447.73
Espírito Santo,2018,Mais de 23.850 Reais,2.1.7 Educação,1147.21
Espírito Santo,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,462.23
Espírito Santo,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,181.06
Rio de Janeiro,2018,Total,2.1.1 Alimentação,596.14
Rio de Janeiro,2018,Total,2.1.2 Habitação,1634.44
Rio de Janeiro,2018,Total,2.1.4 Transporte,574.31
Rio de Janeiro,2018,Total,2.1.6 Assistência à saude,311.36
Rio de Janeiro,2018,Total,2.1.7 Educação,152.41
Rio de Janeiro,2018,Total,2.1.8 Recreação e cultura,109.07
Rio de Janeiro,2018,Total,2.1.10 Serviços pessoais,49.47
Rio de Janeiro,2018,Até 1.908 Reais,2.1.1 Alimentação,275.91
Rio de Janeiro,2018,Até 1.908 Reais,2.1.2 Habitação,760.22
Rio de Janeiro,2018,Até 1.908 Reais,2.1.4 Transporte,135.12
Rio de Janeiro,2018,Até 1.908 Reais,2.1.6 Assistência à saude,97.37
Rio de Janeiro,2018,Até 1.908 Reais,2.1.7 Educação,23.59
Rio de Janeiro,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,24.92
Rio de Janeiro,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,13.77
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,373.29
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,1063.01
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,261.57
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,149.05
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,52.5
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,44.48
Rio de Janeiro,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,24.77
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,553.66
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1363.31
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,450.53
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,205.38
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,108.02
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,69.36
Rio de Janeiro,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,44.33
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,720.58
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,2135.68
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,892.98
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,412.78
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,228.45
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,132.99
Rio de Janeiro,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,68.64
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1075.6
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2680.57
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1168.76
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,653.75
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,265.35
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,238.29
Rio de Janeiro,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,101.63
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1403.07
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,4501.46
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,1864.59
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1156.19
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,538.91
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,372.27
Rio de Janeiro,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,132.41
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2267.87
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.2 Habitação,6776.48
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.4 Transporte,2874.3
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1830.44
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.7 Educação,1333.35
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,941.16
Rio de Janeiro,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,229.36
São Paulo,2018,Total,2.1.1 Alimentação,751.62
São Paulo,2018,Total,2.1.2 Habitação,2002.55
São Paulo,2018,Total,2.1.4 Transporte,902.47
São Paulo,2018,Total,2.1.6 Assistência à saude,423.96
São Paulo,2018,Total,2.1.7 Educação,288.62
São Paulo,2018,Total,2.1.8 Recreação e cultura,122.13
São Paulo,2018,Total,2.1.10 Serviços pessoais,67.29
São Paulo,2018,Até 1.908 Reais,2.1.1 Alimentação,297.23
São Paulo,2018,Até 1.908 Reais,2.1.2 Habitação,799.87
São Paulo,2018,Até 1.908 Reais,2.1.4 Transporte,140.18
São Paulo,2018,Até 1.908 Reais,2.1.6 Assistência à saude,101.2
São Paulo,2018,Até 1.908 Reais,2.1.7 Educação,26.49
São Paulo,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,33.47
São Paulo,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,19.47
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,388.88
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,1112.31
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,295.92
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,191.04
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,55.39
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,44.43
São Paulo,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,30.08
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,589.26
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1407.91
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,530.1
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,262.06
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,125.91
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,63.48
São Paulo,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,45.66
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,847.41
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1985.67
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1103.82
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,455.15
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,308.91
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,131.23
São Paulo,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,73.01
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1207.8
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,3000.47
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1384.81
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,750.71
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,509.98
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,195.77
São Paulo,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,108.11
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1515.31
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,4596.64
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2127.49
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1087.02
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,784.82
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,312.65
São Paulo,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,159.29
São Paulo,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2217.69
São Paulo,2018,Mais de 23.850 Reais,2.1.2 Habitação,7698.88
São Paulo,2018,Mais de 23.850 Reais,2.1.4 Transporte,4563.32
São Paulo,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1728.69
São Paulo,2018,Mais de 23.850 Reais,2.1.7 Educação,1891.37
São Paulo,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,652.47
São Paulo,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,269.99
Paraná,2018,Total,2.1.1 Alimentação,641.75
Paraná,2018,Total,2.1.2 Habitação,1350.8
Paraná,2018,Total,2.1.4 Transporte,869.8
Paraná,2018,Total,2.1.6 Assistência à saude,243.51
Paraná,2018,Total,2.1.7 Educação,171.43
Paraná,2018,Total,2.1.8 Recreação e cultura,105.92
Paraná,2018,Total,2.1.10 Serviços pessoais,46.38
Paraná,2018,Até 1.908 Reais,2.1.1 Alimentação,282.3
Paraná,2018,Até 1.908 Reais,2.1.2 Habitação,599.67
Paraná,2018,Até 1.908 Reais,2.1.4 Transporte,171.78
Paraná,2018,Até 1.908 Reais,2.1.6 Assistência à saude,93.6
Paraná,2018,Até 1.908 Reais,2.1.7 Educação,17.76
Paraná,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,24.66
Paraná,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,14.14
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,364.6
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,840.64
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,308.06
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,149.6
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,50.8
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,40.46
Paraná,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,17.95
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,594.64
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1216.58
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,642.95
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,208.39
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,103.81
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,68.58
Paraná,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,37.06
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,829.12
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1703.13
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1311.82
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,316.77
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,287.03
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,147.05
Paraná,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,70.95
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1164.43
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2201.99
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1737.61
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,495.34
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,423.85
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,161.47
Paraná,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,89.18
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1456.71
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3093.13
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2484.95
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,621.91
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,610.54
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,404.8
Paraná,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,120.11
Paraná,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2062.82
Paraná,2018,Mais de 23.850 Reais,2.1.2 Habitação,5221.45
Paraná,2018,Mais de 23.850 Reais,2.1.4 Transporte,5530.15
Paraná,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,740.64
Paraná,2018,Mais de 23.850 Reais,2.1.7 Educação,963.44
Paraná,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,823.59
Paraná,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,231.14
Santa Catarina,2018,Total,2.1.1 Alimentação,698.67
Santa Catarina,2018,Total,2.1.2 Habitação,1474.04
Santa Catarina,2018,Total,2.1.4 Transporte,841.4
Santa Catarina,2018,Total,2.1.6 Assistência à saude,295.05
Santa Catarina,2018,Total,2.1.7 Educação,123.37
Santa Catarina,2018,Total,2.1.8 Recreação e cultura,93.05
Santa Catarina,2018,Total,2.1.10 Serviços pessoais,49.77
Santa Catarina,2018,Até 1.908 Reais,2.1.1 Alimentação,358.42
Santa Catarina,2018,Até 1.908 Reais,2.1.2 Habitação,779.32
Santa Catarina,2018,Até 1.908 Reais,2.1.4 Transporte,209.01
Santa Catarina,2018,Até 1.908 Reais,2.1.6 Assistência à saude,93.19
Santa Catarina,2018,Até 1.908 Reais,2.1.7 Educação,29.11
Santa Catarina,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,31.39
Santa Catarina,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,19.34
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,483.26
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,963.63
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,336.73
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,198.81
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,36.64
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,36.15
Santa Catarina,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,26.79
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,595.04
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1271.95
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,616.85
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,238.76
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,70.2
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,63.56
Santa Catarina,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,37.31
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,854.41
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1695.97
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1090.42
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,341.56
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,140.44
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,127.35
Santa Catarina,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,69.45
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1076.38
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2194.13
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1572.61
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,508.82
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,327.28
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,158.5
Santa Catarina,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,84.34
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1450.36
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3260.44
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2715.44
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,732.08
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,508.05
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,280.9
Santa Catarina,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,107.41
Santa Catarina,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1609.41
Santa Catarina,2018,Mais de 23.850 Reais,2.1.2 Habitação,4514.38
Santa Catarina,2018,Mais de 23.850 Reais,2.1.4 Transporte,3328.75
Santa Catarina,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1064.31
Santa Catarina,2018,Mais de 23.850 Reais,2.1.7 Educação,538.54
Santa Catarina,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,460.91
Santa Catarina,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,181.03
Rio Grande do Sul,2018,Total,2.1.1 Alimentação,736.69
Rio Grande do Sul,2018,Total,2.1.2 Habitação,1504.08
Rio Grande do Sul,2018,Total,2.1.4 Transporte,792.92
Rio Grande do Sul,2018,Total,2.1.6 Assistência à saude,345.63
Rio Grande do Sul,2018,Total,2.1.7 Educação,147.37
Rio Grande do Sul,2018,Total,2.1.8 Recreação e cultura,112.85
Rio Grande do Sul,2018,Total,2.1.10 Serviços pessoais,47.28
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.1 Alimentação,314.88
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.2 Habitação,747.55
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.4 Transporte,186.78
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.6 Assistência à saude,126.11
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.7 Educação,15.21
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,25.89
Rio Grande do Sul,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,11.97
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,433.73
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,971.73
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,254.03
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,217.16
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,38.84
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,39.97
Rio Grande do Sul,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,18.82
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,630.77
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1220.44
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,513.94
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,243.23
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,85.45
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,75.28
Rio Grande do Sul,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,34.78
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,862.44
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1661.01
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1005.72
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,382.98
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,178.42
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,146.28
Rio Grande do Sul,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,63.52
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1214.03
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2456.09
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1555.32
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,694.64
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,306.21
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,239.33
Rio Grande do Sul,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,93.36
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1499.12
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3268.87
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2636.8
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,806.39
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,624.88
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,334.77
Rio Grande do Sul,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,118.76
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2063.73
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.2 Habitação,4542.16
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.4 Transporte,3065.57
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1270.4
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.7 Educação,608.79
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,384.26
Rio Grande do Sul,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,144.97
Mato Grosso do Sul,2018,Total,2.1.1 Alimentação,806.48
Mato Grosso do Sul,2018,Total,2.1.2 Habitação,1272.97
