renda_mensal,nivel_endividamento,frequencia_poupanca,comprometimento_gastos,Alimentacao,Moradia,Transporte,Saude,Educacao,Lazer,Servicos,perfil_financeiro
2756.99,15.7,Media,48.4,334.69,482.73,253.76,123.39,79.01,38.45,22.6,Saudavel
3801.01,4.1,Alta,61.5,514.53,943.73,485.85,172.26,123.07,65.46,32.34,Saudavel
2528.42,18.5,Media,61.9,273.03,685.09,302.83,154.47,75.95,49.06,23.8,Saudavel
3972.35,22.4,Baixa,42.1,377.22,661.77,290.6,160.25,101.72,55.15,24.86,Saudavel
3644.4,17.3,Baixa,52.4,316.24,919.83,317.36,168.07,115.27,49.66,23.44,Saudavel
2820.29,19.2,Alta,78.3,451.39,868.99,478.47,216.32,108.06,52.35,33.88,Em observacao
2928.93,51.4,Media,32.2,181.64,377.99,211.69,68.83,58.87,29.7,14.95,Em risco
4049.92,34.3,Media,79.9,594.11,1276.66,726.83,322.29,187.0,87.53,40.2,Em observacao
8899.65,28.6,Baixa,81.1,1605.06,3050.8,1308.74,632.41,326.55,201.6,90.8,Em observacao
2293.55,32.1,Baixa,46.1,218.74,434.33,234.09,75.68,47.77,30.04,17.02,Em observacao
4248.52,57.1,Media,71.1,530.15,1343.3,649.67,211.89,177.1,72.43,36.33,Em risco
3070.79,29.8,Media,51.8,309.82,710.25,290.02,131.09,83.19,39.93,25.02,Saudavel
3039.31,35.7,Alta,45.3,278.78,534.74,301.98,131.19,74.77,38.24,16.73,Em observacao
1728.71,62.8,Media,33.6,111.31,225.88,121.24,60.24,36.85,16.53,9.47,Em risco
3879.47,46.3,Media,34.9,274.37,577.8,241.1,122.93,81.54,39.68,17.56,Em observacao
6741.83,16.0,Baixa,50.6,793.06,1289.96,681.68,283.12,174.41,125.62,60.76,Saudavel
4622.57,28.9,Baixa,48.3,446.79,928.86,402.27,244.19,111.04,71.44,28.85,Saudavel
1562.87,50.3,Media,45.1,121.29,314.98,126.81,77.7,37.08,17.87,8.66,Em risco
4606.61,25.0,Alta,80.2,896.5,1294.01,863.59,284.03,184.67,115.61,53.98,Em observacao
4081.06,18.3,Media,23.0,179.76,391.42,206.5,72.2,53.36,26.8,10.56,Saudavel
2547.56,2.1,Alta,34.8,201.46,364.12,150.14,82.35,48.62,29.67,10.72,Saudavel
4301.21,48.9,Alta,42.7,399.28,740.6,376.4,136.69,106.52,49.56,25.66,Em observacao
10308.81,24.2,Baixa,38.9,935.03,1561.82,843.08,325.54,174.06,114.98,60.47,Saudavel
2756.07,69.7,Alta,82.1,459.47,833.88,499.6,232.99,133.29,68.79,33.66,Em risco
4601.17,53.6,Alta,68.3,687.86,1366.9,574.11,231.29,147.37,93.33,40.36,Em risco
4363.5,53.7,Baixa,69.7,553.4,1379.46,532.01,282.43,152.94,89.41,50.89,Em risco
2363.12,39.4,Media,58.8,243.5,545.7,324.17,131.45,73.96,46.26,25.21,Em observacao
2616.14,44.1,Baixa,65.2,384.87,636.84,364.87,146.9,89.28,51.8,30.66,Em observacao
1998.41,52.6,Baixa,57.6,205.47,509.45,238.3,98.69,51.55,28.94,19.07,Em risco
5694.64,6.4,Media,45.3,528.07,1077.47,474.74,249.83,146.05,66.92,34.45,Saudavel
1412.0,19.4,Alta,44.7,138.81,248.47,114.12,59.57,39.6,20.98,10.31,Saudavel
3477.26,43.3,Media,20.7,141.26,263.25,171.04,73.7,35.78,25.92,10.55,Em observacao
4329.15,27.0,Media,74.3,673.85,1372.76,668.3,232.5,136.99,87.25,44.61,Em observacao
3123.79,35.5,Alta,43.6,259.89,599.94,250.92,119.23,67.43,43.67,20.65,Em observacao
7364.78,44.9,Alta,31.3,427.69,955.9,449.86,212.25,154.48,66.84,41.36,Em observacao
2085.59,42.0,Alta,65.4,236.61,563.08,299.61,140.54,63.12,41.08,20.17,Em observacao
3105.28,18.9,Baixa,22.4,129.36,292.04,133.97,68.03,44.45,17.08,11.32,Saudavel
3104.57,5.4,Media,51.6,298.8,611.97,384.51,141.43,99.17,42.79,22.96,Saudavel
3186.52,13.3,Alta,52.6,320.45,723.23,374.38,120.96,80.12,38.02,19.43,Saudavel
3157.73,18.6,Baixa,55.4,351.34,750.75,321.38,170.23,85.82,49.03,21.05,Saudavel
4707.06,15.3,Baixa,56.9,581.5,964.32,604.53,249.59,157.51,79.51,40.85,Saudavel
4863.06,22.0,Baixa,55.8,481.32,1196.83,510.49,228.46,154.67,89.83,50.44,Saudavel
4805.58,25.9,Media,20.2,182.56,399.7,203.84,74.52,61.94,29.58,16.36,Saudavel
3566.7,13.0,Baixa,31.9,233.17,449.04,247.6,102.23,51.61,38.62,14.81,Saudavel
2272.88,29.7,Media,71.5,273.88,684.04,364.47,143.9,92.41,39.35,25.99,Em observacao
2236.76,9.8,Media,58.3,232.08,597.13,225.94,107.06,74.75,45.04,21.67,Saudavel
5272.31,28.1,Baixa,43.5,375.17,951.46,515.81,212.27,144.84,65.74,27.15,Saudavel
4701.23,19.9,Media,37.3,325.02,785.89,353.99,128.38,85.52,45.79,27.84,Saudavel
6085.56,39.8,Baixa,60.9,780.89,1492.64,700.35,374.23,187.57,107.49,62.0,Em observacao
6766.63,29.0,Baixa,73.0,1087.04,2203.31,764.57,462.57,251.67,107.31,65.41,Em observacao
3884.66,45.1,Baixa,77.0,542.7,1358.59,495.73,307.69,167.28,81.4,39.4,Em observacao
5712.07,45.3,Alta,42.7,407.79,973.67,575.73,232.85,124.26,88.01,38.89,Em observacao
4766.31,12.6,Baixa,53.7,421.0,1057.46,598.64,240.86,136.69,66.43,37.85,Saudavel
2776.7,71.4,Baixa,50.3,244.85,619.8,259.8,142.74,75.74,36.23,17.41,Em risco
1808.09,37.2,Baixa,26.3,103.89,180.3,106.39,37.22,27.43,14.81,6.06,Em observacao
4489.68,34.9,Alta,67.0,623.08,1207.57,636.52,283.95,127.74,92.58,35.4,Em observacao
3970.69,41.0,Baixa,81.2,709.57,1261.9,621.84,278.29,201.62,111.07,38.84,Em observacao
2079.44,25.7,Media,65.9,226.33,631.02,244.5,124.35,79.76,42.5,22.12,Saudavel
3077.8,12.8,Baixa,76.3,501.68,1020.24,363.03,230.43,135.07,67.67,29.49,Em observacao
3246.04,50.9,Baixa,70.8,467.62,942.17,510.58,173.54,103.03,69.94,30.33,Em risco
5599.56,30.2,Baixa,37.7,461.61,875.17,385.95,162.65,128.04,65.25,30.94,Em observacao
2094.45,42.1,Baixa,108.6,471.98,972.06,419.33,191.7,121.94,64.25,34.03,Em risco
2208.9,62.2,Baixa,47.8,199.25,390.71,214.99,125.53,73.37,34.39,18.17,Em risco
4265.26,64.8,Baixa,57.8,573.71,1011.7,419.13,201.5,158.29,60.21,38.81,Em risco
4435.35,19.3,Baixa,56.4,444.13,993.93,576.4,203.62,163.09,76.03,45.91,Saudavel
2454.13,4.0,Media,47.5,232.92,471.0,257.29,87.66,62.88,33.74,20.44,Saudavel
3891.85,14.6,Media,27.2,212.69,379.75,253.39,107.66,54.38,34.52,15.3,Saudavel
1515.51,49.2,Media,42.1,132.2,239.55,145.58,54.92,36.16,18.93,10.55,Em observacao
2900.12,41.7,Baixa,20.7,140.29,228.26,120.84,47.67,34.23,21.31,7.95,Em observacao
3856.03,28.6,Baixa,42.2,285.91,608.9,400.85,171.15,81.87,57.02,20.61,Saudavel
5939.04,8.6,Baixa,50.0,560.25,1217.3,644.79,295.2,128.91,84.11,36.89,Saudavel
4678.39,44.6,Media,37.2,410.8,662.57,339.02,160.82,96.63,47.23,25.21,Em observacao
5438.74,46.5,Alta,61.2,557.54,1386.29,754.6,286.76,190.15,110.33,43.45,Em observacao
2263.98,10.8,Media,51.0,191.22,519.27,241.57,91.41,62.21,31.98,16.69,Saudavel
1889.05,17.5,Baixa,40.9,161.88,317.99,143.2,77.16,44.46,17.35,10.93,Saudavel
2569.95,43.1,Media,34.8,149.16,422.17,162.26,78.33,44.79,24.04,12.33,Em observacao
2119.83,38.0,Baixa,38.1,170.62,340.28,155.95,62.42,46.24,21.85,11.17,Em observacao
3479.78,26.9,Alta,35.9,229.13,488.99,278.05,128.24,64.15,39.01,21.85,Saudavel
3795.33,32.6,Alta,63.9,503.4,1053.23,417.35,187.43,147.39,75.09,40.97,Em observacao
3095.22,45.4,Media,57.5,397.64,721.13,324.59,150.45,104.96,53.08,27.48,Em observacao
5083.39,12.9,Media,35.6,347.59,779.42,330.42,187.12,82.91,61.18,21.74,Saudavel
4137.94,11.2,Media,63.9,456.39,1095.8,564.84,251.49,148.57,86.49,42.6,Saudavel
2629.02,17.7,Alta,64.5,338.27,724.47,287.88,182.02,82.54,59.51,22.21,Saudavel
3037.05,16.3,Alta,40.3,277.56,456.42,259.37,117.05,66.33,28.93,17.55,Saudavel
2237.97,33.3,Baixa,52.0,249.04,446.19,250.26,103.22,59.49,37.97,17.55,Em observacao
2608.97,18.8,Baixa,43.1,234.27,512.71,184.85,80.03,64.15,30.83,16.64,Saudavel
1412.0,14.8,Media,67.1,188.46,404.47,198.25,79.0,40.94,22.79,12.95,Saudavel
2142.04,31.6,Media,36.8,160.47,272.68,195.94,86.64,42.65,20.43,10.2,Em observacao
3444.23,13.6,Baixa,10.9,69.13,153.55,83.36,34.16,18.47,10.98,6.01,Saudavel
6446.29,54.7,Baixa,40.4,469.58,1165.11,469.46,238.27,150.49,75.19,36.09,Em risco
3254.85,21.0,Baixa,76.7,539.71,913.25,597.73,216.57,128.35,64.9,36.7,Em observacao
1784.88,61.9,Alta,82.8,235.43,664.91,292.11,145.94,78.28,35.62,25.74,Em risco
4379.23,18.6,Media,108.3,934.77,2015.77,852.92,501.86,210.4,146.87,79.54,Em observacao
5543.49,20.0,Baixa,75.6,967.32,1695.87,789.96,369.73,201.7,107.25,60.12,Em observacao
3212.46,8.6,Baixa,54.2,311.72,789.7,323.1,147.91,100.6,44.66,24.72,Saudavel
2921.74,14.3,Baixa,25.2,135.47,341.91,117.84,67.89,43.42,19.9,11.02,Saudavel
1412.0,38.6,Baixa,84.0,270.13,465.32,211.0,111.99,75.68,33.97,17.87,Em observacao
1412.0,3.2,Baixa,10.3,28.65,62.04,27.41,13.03,8.06,4.01,1.92,Saudavel
3742.61,16.5,Baixa,54.9,365.37,924.39,398.51,162.67,122.43,50.18,29.83,Saudavel
1526.31,4.0,Media,46.3,150.18,303.55,118.16,73.47,31.38,18.46,10.73,Saudavel
2876.25,15.0,Alta,28.1,152.0,305.45,194.65,69.06,47.34,25.44,12.98,Saudavel
5162.49,58.6,Baixa,75.1,722.26,1728.01,792.33,285.97,201.34,93.25,56.43,Em risco
2596.51,52.2,Baixa,41.6,174.97,455.13,255.13,96.67,54.48,27.35,15.13,Em risco
6262.05,16.4,Media,37.9,455.29,954.6,535.37,236.98,96.11,62.33,32.74,Saudavel
2548.67,28.9,Baixa,70.9,308.8,789.48,403.68,143.98,92.6,49.1,20.14,Em observacao
1443.89,15.6,Baixa,44.4,138.47,229.63,161.6,52.54,31.64,16.88,9.87,Saudavel
2393.87,35.4,Media,57.4,271.99,598.34,288.97,97.0,66.92,30.94,19.69,Em observacao
3853.32,16.4,Alta,76.7,507.52,1284.82,604.3,249.83,169.09,92.38,45.85,Em observacao
2375.12,11.1,Media,45.4,175.24,439.69,255.18,98.82,62.07,34.82,13.53,Saudavel
4075.55,12.5,Alta,49.3,373.21,891.46,381.63,156.56,128.93,51.38,26.09,Saudavel
3909.15,17.3,Baixa,31.5,255.32,527.3,203.82,127.06,56.81,39.84,20.36,Saudavel
1412.0,26.7,Media,70.5,165.07,458.09,215.75,68.06,47.43,25.29,15.61,Em observacao
2332.27,13.8,Alta,9.8,37.44,91.68,56.4,20.01,11.77,7.07,3.95,Saudavel
3577.84,30.5,Alta,69.2,494.5,1009.54,506.47,241.88,121.83,65.97,36.97,Em observacao
3363.5,23.5,Baixa,92.0,695.36,1277.84,571.16,251.3,169.41,90.14,38.53,Em risco
7541.28,29.0,Baixa,56.6,914.71,1550.74,952.38,410.14,223.95,145.34,71.2,Saudavel
7843.63,61.8,Baixa,64.6,846.8,2233.36,1182.51,374.41,223.34,125.43,84.55,Em risco
5464.7,68.0,Media,58.8,655.2,1251.69,721.02,268.88,176.07,84.85,53.98,Em risco
2357.34,7.7,Alta,89.9,330.28,941.09,500.34,174.12,91.07,54.06,28.07,Em observacao
6343.69,18.3,Baixa,66.0,903.8,1878.82,746.79,318.69,188.57,103.87,47.74,Saudavel
2245.74,25.1,Media,61.9,280.8,597.9,249.65,115.47,83.95,38.17,23.92,Saudavel
3444.46,33.2,Media,55.3,364.91,767.45,410.88,152.87,127.5,54.81,25.03,Em observacao
8695.3,49.3,Media,85.7,1636.53,3309.53,1210.03,537.03,464.3,193.35,98.4,Em observacao
3974.52,21.7,Baixa,44.7,313.43,736.59,388.44,169.68,98.31,44.33,27.78,Saudavel
3866.99,33.7,Baixa,46.5,425.4,689.51,310.58,186.87,103.32,52.57,30.95,Em observacao
5813.24,13.2,Media,39.7,479.48,948.54,430.69,223.13,131.23,61.77,31.41,Saudavel
2143.71,15.3,Baixa,29.3,103.48,289.05,132.54,47.38,33.04,14.95,8.72,Saudavel
2627.1,48.5,Baixa,45.2,276.08,483.79,208.8,104.23,59.61,39.48,15.33,Em observacao
3244.52,44.5,Baixa,30.2,152.1,440.93,207.73,86.79,48.0,31.64,12.49,Em observacao
1554.0,33.2,Media,44.5,106.56,322.24,145.91,59.74,29.22,19.17,8.89,Em observacao
2828.61,56.5,Media,40.6,239.52,502.6,222.21,85.01,56.49,26.05,17.26,Em risco
3800.51,18.5,Media,27.5,170.0,468.55,228.36,79.68,48.03,32.35,17.62,Saudavel
5425.38,25.6,Baixa,39.2,458.52,816.09,494.39,155.0,119.91,57.63,27.5,Saudavel
3206.18,0.9,Media,56.8,399.9,640.73,405.12,189.83,111.46,44.0,29.35,Saudavel
2213.59,12.6,Baixa,29.1,128.34,260.68,125.14,61.71,41.0,17.73,10.62,Saudavel
3208.92,20.6,Baixa,33.1,240.34,391.33,241.24,83.99,56.8,35.41,14.09,Saudavel
4014.17,36.7,Media,84.4,575.37,1568.66,622.96,325.9,154.87,101.94,38.51,Em observacao
1963.03,20.5,Baixa,47.5,180.24,355.89,209.94,82.67,57.93,33.48,12.68,Saudavel
6528.88,27.7,Alta,26.3,318.26,697.81,374.3,174.79,86.87,44.21,22.61,Saudavel
1988.26,21.1,Alta,44.9,168.8,379.23,180.73,78.46,51.72,21.4,13.0,Saudavel
3856.19,22.7,Baixa,61.2,524.95,932.73,481.15,215.94,112.36,61.73,30.99,Saudavel
3211.01,53.0,Baixa,56.6,306.67,851.18,352.39,148.9,81.63,45.8,30.37,Em risco
3747.75,15.2,Baixa,36.9,286.42,598.95,238.42,127.64,77.01,38.22,17.63,Saudavel
4746.07,51.4,Baixa,36.8,342.45,732.66,343.66,142.28,99.25,61.75,25.42,Em risco
2909.48,22.7,Baixa,35.4,185.38,424.64,201.46,107.56,59.64,35.81,16.67,Saudavel
4064.23,73.7,Media,51.7,414.25,731.54,510.17,229.74,128.27,52.59,36.56,Em risco
4112.47,29.5,Media,62.6,500.85,1176.6,432.0,226.91,109.55,86.15,44.14,Saudavel
3711.77,36.4,Media,48.6,390.91,640.59,407.21,161.4,114.6,57.61,30.29,Em observacao
2912.7,26.2,Baixa,23.6,140.7,273.45,125.04,65.89,44.21,25.62,11.5,Saudavel
3492.4,53.5,Baixa,59.6,449.45,888.97,378.99,190.74,99.25,46.08,28.15,Em risco
6598.86,2.7,Alta,77.5,1062.16,2108.77,1027.29,433.14,250.81,161.34,67.91,Em observacao
5232.5,28.0,Baixa,68.8,856.83,1273.75,715.93,390.07,178.97,129.65,54.75,Saudavel
2542.92,19.5,Alta,81.9,392.76,978.72,354.62,177.23,90.14,59.89,28.18,Em observacao
1744.56,55.7,Baixa,42.1,165.41,262.29,158.24,81.04,38.84,19.49,9.4,Em risco
5339.28,16.7,Media,43.2,434.72,960.1,486.23,198.76,128.83,69.03,27.79,Saudavel
3092.62,13.6,Media,82.4,473.7,1045.08,559.99,200.14,157.21,71.21,40.79,Em observacao
4446.3,24.7,Baixa,39.4,302.3,789.95,331.79,166.04,89.74,47.44,25.55,Saudavel
5252.98,42.6,Baixa,60.9,641.52,1289.7,664.17,277.63,167.23,102.26,57.58,Em observacao
2228.78,12.7,Baixa,96.3,376.3,888.37,462.55,201.05,119.87,67.88,30.63,Em risco
1891.46,25.2,Media,79.6,256.51,702.71,298.15,115.81,66.96,46.71,18.85,Em observacao
6140.1,30.3,Alta,60.2,754.77,1646.56,680.99,280.91,196.99,85.63,53.02,Em observacao
3603.05,23.7,Baixa,40.5,317.22,560.93,286.38,140.37,78.01,50.5,25.52,Saudavel
1412.0,39.3,Baixa,46.3,138.24,250.24,135.23,65.58,39.06,17.54,8.52,Em observacao
2854.7,14.6,Alta,30.6,167.15,395.91,162.69,65.9,45.32,27.3,10.32,Saudavel
3096.45,59.8,Baixa,65.5,456.59,827.34,359.29,192.94,91.56,69.08,31.82,Em risco
7096.8,27.8,Media,67.0,1097.59,1852.59,884.16,514.98,208.22,128.27,69.1,Saudavel
1850.97,35.5,Baixa,70.4,259.14,491.97,291.0,125.04,66.44,47.41,21.43,Em observacao
3021.79,21.6,Media,68.4,447.31,794.24,433.89,203.55,95.44,62.29,30.54,Saudavel
3745.57,63.1,Baixa,27.3,230.66,385.58,200.96,90.19,63.57,33.95,18.68,Em risco
3383.0,19.7,Baixa,30.7,215.03,434.03,216.91,76.51,55.25,30.5,11.46,Saudavel
2737.29,19.8,Baixa,53.1,238.68,698.96,245.68,111.07,82.7,50.03,25.04,Saudavel
2120.33,27.0,Media,99.1,480.32,782.72,448.26,183.4,106.85,63.61,35.8,Em observacao
1687.38,23.7,Media,64.0,212.17,469.49,191.33,104.78,59.36,26.98,15.3,Saudavel
1599.65,33.4,Baixa,37.6,107.99,253.91,133.67,48.85,35.77,13.97,7.87,Em observacao
3727.42,24.1,Media,75.6,529.86,1199.02,536.14,266.64,160.02,83.03,41.83,Em observacao
1895.81,6.3,Alta,117.9,454.45,974.25,431.51,184.54,101.96,60.43,27.83,Em observacao
3701.95,44.2,Baixa,85.1,646.59,1258.28,627.19,309.63,161.26,89.63,57.8,Em observacao
1619.38,58.0,Baixa,27.3,74.67,191.54,92.13,43.1,23.03,12.05,5.33,Em risco
2304.81,33.7,Baixa,61.6,334.37,501.2,348.43,110.15,70.86,36.58,18.37,Em observacao
5848.7,39.6,Media,85.3,1049.62,2164.67,847.32,443.32,272.56,152.06,59.24,Em observacao
3144.18,53.2,Baixa,38.5,247.51,490.74,234.63,121.15,63.91,32.37,20.47,Em risco
1412.0,31.8,Alta,75.3,178.58,448.46,239.18,95.03,53.74,35.65,12.16,Em observacao
1683.82,38.0,Media,42.5,135.85,291.88,152.91,65.59,40.16,19.16,9.62,Em observacao
2882.98,46.8,Baixa,66.5,300.79,848.37,421.69,169.15,91.23,55.82,28.97,Em observacao
2856.94,16.1,Baixa,56.0,317.1,716.85,286.07,120.83,89.49,45.66,24.75,Saudavel
1632.13,55.2,Baixa,48.2,132.36,357.3,159.14,57.79,45.99,22.05,12.59,Em risco
5266.27,18.9,Media,62.4,674.83,1518.25,582.17,240.28,153.35,71.67,43.17,Saudavel
2132.07,71.5,Alta,70.8,264.75,692.05,291.6,126.86,70.21,37.05,27.12,Em risco
1582.81,52.7,Alta,63.2,237.27,372.99,197.45,82.6,65.26,25.9,18.57,Em risco
7437.4,39.6,Baixa,71.3,1282.91,1829.42,1172.19,443.46,313.45,174.47,87.76,Em observacao
2559.71,11.7,Alta,23.5,98.74,272.77,122.02,57.19,26.84,13.66,10.2,Saudavel
2758.13,13.2,Baixa,58.7,321.84,735.54,277.37,130.88,83.41,49.68,20.55,Saudavel
5246.85,11.5,Baixa,63.9,640.17,1483.76,616.47,304.7,166.14,86.95,52.52,Saudavel
1719.85,11.8,Media,40.7,154.92,267.07,143.85,67.93,37.76,19.74,9.22,Saudavel
2446.2,25.9,Baixa,92.0,445.03,897.22,500.97,221.14,103.79,51.92,29.46,Em risco
2767.42,16.1,Media,58.2,362.91,586.17,361.81,131.94,91.67,52.28,23.66,Saudavel
4075.7,61.8,Alta,79.7,539.73,1312.42,767.08,295.78,169.01,115.61,50.48,Em risco
4541.33,39.9,Media,10.5,104.45,198.33,87.17,40.52,21.77,15.49,7.14,Em observacao
4696.51,12.5,Media,77.3,852.17,1409.24,677.82,363.61,186.94,92.67,46.01,Em observacao
2810.71,19.7,Baixa,99.2,466.16,1249.87,575.78,261.93,125.21,70.26,37.81,Em risco
4023.4,18.6,Baixa,42.7,369.74,667.92,339.78,157.58,104.45,54.82,24.98,Saudavel
1448.48,12.4,Baixa,32.1,105.68,184.8,92.02,34.64,25.37,15.66,6.17,Saudavel
6584.64,5.7,Baixa,65.8,835.44,1726.95,978.85,378.81,218.18,119.39,72.11,Saudavel
1600.54,28.4,Baixa,54.8,182.69,366.53,168.13,73.0,50.67,23.91,11.58,Saudavel
1648.46,35.9,Baixa,86.9,261.6,591.23,309.01,122.85,89.73,39.11,19.12,Em observacao
3175.39,30.9,Baixa,62.7,442.05,710.86,472.01,183.76,90.88,64.65,27.43,Em observacao
4809.73,40.8,Baixa,53.1,403.3,1117.94,574.34,241.36,118.56,63.46,36.92,Em observacao
2512.58,14.9,Media,27.8,138.15,300.71,142.17,48.03,39.92,19.48,11.13,Saudavel
3140.93,51.5,Media,44.3,265.45,614.9,257.07,123.89,76.28,36.68,15.78,Em risco
3613.1,49.6,Baixa,60.2,381.39,991.61,447.92,159.6,106.31,62.34,27.72,Em observacao
3024.34,19.7,Baixa,59.7,340.7,684.26,416.02,187.37,84.61,62.37,29.6,Saudavel
1855.01,30.0,Baixa,40.1,149.58,281.68,172.89,68.27,43.63,18.35,9.59,Saudavel
2635.3,47.1,Baixa,59.8,276.06,685.39,323.94,145.65,75.39,47.2,21.67,Em observacao
5209.17,27.4,Media,92.2,841.63,2037.82,963.43,491.69,263.62,140.22,63.07,Em observacao
2441.37,24.2,Baixa,49.2,255.86,497.65,260.28,91.16,48.0,32.35,15.83,Saudavel
2010.56,18.3,Media,55.6,208.13,463.34,243.55,107.83,46.69,35.53,12.92,Saudavel
2917.62,21.4,Alta,81.6,371.89,1035.34,533.55,210.83,137.07,55.98,36.02,Em observacao
3895.19,42.0,Media,66.0,500.32,1043.42,509.9,252.26,148.35,74.8,41.16,Em observacao
7326.79,13.3,Baixa,51.5,689.51,1628.65,696.14,415.1,190.2,102.64,52.88,Saudavel
6742.75,50.9,Media,43.1,489.63,1305.83,565.46,278.33,149.21,68.97,45.95,Em risco
1412.0,1.7,Baixa,42.8,130.1,204.88,139.88,61.66,37.14,19.91,10.27,Saudavel
3038.91,16.1,Alta,35.9,208.84,434.35,246.78,108.98,46.44,28.09,16.65,Saudavel
10660.96,28.4,Media,33.9,668.47,1480.0,757.38,340.97,230.36,91.59,49.34,Saudavel
3952.72,40.5,Media,59.0,431.01,1006.58,420.59,225.64,150.96,58.1,37.61,Em observacao
5011.7,35.5,Baixa,28.8,322.71,567.12,260.32,144.2,86.64,41.47,20.23,Em observacao
2767.32,35.1,Alta,47.6,219.32,588.95,280.52,123.9,51.36,37.68,15.8,Em observacao
1709.92,22.6,Media,64.5,223.91,438.53,237.82,112.8,46.39,26.1,16.79,Saudavel
7058.87,11.5,Baixa,68.8,1025.32,2174.47,815.45,396.61,208.87,161.21,73.54,Saudavel
3216.37,29.7,Baixa,52.2,301.66,747.01,335.83,138.18,90.11,39.77,25.81,Saudavel
2617.28,26.0,Alta,28.8,139.98,322.99,145.44,63.32,49.2,19.35,12.9,Saudavel
1988.23,27.4,Baixa,64.2,242.63,551.91,233.38,132.99,56.19,40.63,18.2,Saudavel
3255.59,37.3,Media,24.0,138.19,341.97,168.62,57.9,42.6,23.27,9.19,Em observacao
2417.36,38.6,Media,46.5,259.09,390.73,264.82,96.14,60.59,33.99,18.67,Em observacao
2698.65,27.0,Media,22.7,117.15,239.9,139.78,53.24,34.1,20.22,9.11,Saudavel
1877.01,32.3,Baixa,22.7,75.22,177.34,88.81,38.42,26.13,14.69,5.61,Em observacao
5252.65,34.4,Alta,66.3,714.26,1515.67,640.64,263.65,185.87,104.6,59.87,Em observacao
2283.58,9.0,Baixa,25.8,138.34,240.48,105.1,46.53,33.46,16.36,8.25,Saudavel
4597.7,7.4,Baixa,26.9,211.13,564.56,254.1,100.96,57.16,30.77,17.93,Saudavel
2810.09,9.9,Media,47.1,285.45,570.2,222.12,108.9,78.89,36.69,19.95,Saudavel
1705.14,9.2,Media,50.4,176.97,371.98,151.86,78.44,40.98,23.04,15.77,Saudavel
7440.23,45.0,Media,41.6,653.39,1289.99,548.8,287.24,195.8,80.6,38.82,Em observacao
2128.68,39.9,Alta,62.3,233.01,513.05,314.67,138.15,72.42,38.95,16.86,Em observacao
10142.86,49.4,Media,85.5,1893.25,3271.75,1784.92,868.61,441.08,269.1,138.74,Em observacao
8533.01,32.0,Baixa,54.4,1084.01,1655.91,1012.41,451.11,264.54,111.94,61.57,Em observacao
5809.05,16.5,Media,26.7,297.08,585.66,338.9,158.92,91.89,57.75,22.6,Saudavel
3372.82,29.4,Alta,26.9,197.49,365.62,202.47,65.44,42.05,21.4,12.68,Saudavel
1412.0,20.7,Baixa,64.3,205.44,356.64,173.83,95.67,40.04,23.06,12.86,Saudavel
6746.09,50.1,Media,37.4,574.98,994.14,526.99,194.24,119.91,70.47,39.11,Em risco
1915.38,44.9,Alta,55.5,176.62,464.1,239.78,89.89,52.42,26.39,13.95,Em observacao
1614.84,16.7,Baixa,43.1,150.78,294.61,115.81,64.34,37.59,21.95,10.86,Saudavel
1535.81,34.1,Baixa,52.3,152.86,325.45,154.97,86.35,47.37,25.32,11.26,Em observacao
1412.0,9.7,Alta,41.8,104.85,235.07,134.6,59.09,33.95,13.3,8.86,Saudavel
2002.0,15.8,Baixa,70.7,292.76,569.02,287.26,133.4,76.51,37.53,19.76,Em observacao
3150.89,13.0,Alta,58.2,337.52,761.89,390.97,189.21,78.54,45.8,31.22,Saudavel
2072.7,27.9,Media,78.7,321.7,690.2,352.61,145.73,63.35,34.12,23.36,Em observacao
2139.24,27.4,Baixa,46.1,222.1,353.02,226.86,93.63,45.53,31.52,14.19,Saudavel
3364.45,36.6,Alta,107.8,684.88,1514.78,774.17,310.58,178.93,113.85,48.27,Em observacao
3911.59,47.6,Baixa,47.7,392.57,838.55,339.86,160.36,71.52,39.9,24.65,Em observacao
5572.66,4.8,Baixa,77.7,910.91,1630.15,966.28,381.12,268.99,114.6,60.44,Em observacao
6148.05,55.4,Media,76.0,745.88,2002.83,1029.81,466.14,258.79,110.2,60.52,Em risco
2213.02,33.2,Media,33.8,155.92,337.38,138.38,52.67,31.81,21.9,9.45,Em observacao
7466.81,29.3,Media,111.7,1841.93,3449.95,1654.71,725.51,349.09,220.64,97.94,Em observacao
3940.95,27.7,Alta,49.8,394.81,795.79,402.39,192.97,89.01,56.91,31.01,Saudavel
3123.27,62.9,Baixa,47.9,258.54,622.58,346.9,129.99,66.22,46.28,24.6,Em risco
2677.74,10.4,Media,78.4,360.17,919.87,470.69,163.04,93.36,61.1,30.9,Em observacao
5378.27,38.6,Baixa,102.8,911.85,2506.76,1170.2,464.46,244.67,143.36,87.29,Em risco
2836.39,31.9,Baixa,43.8,236.01,503.96,273.3,114.92,61.15,31.85,20.95,Em observacao
4097.63,19.5,Baixa,78.2,539.44,1458.12,638.46,288.85,158.85,86.8,34.69,Em observacao
6732.7,28.2,Media,60.8,680.17,1604.11,1004.95,383.86,233.76,135.44,53.42,Saudavel
2872.07,49.5,Alta,64.9,387.68,814.41,347.52,140.81,87.81,55.42,30.45,Em observacao
1898.06,8.0,Media,73.5,319.04,523.24,278.29,147.56,76.12,33.4,17.86,Em observacao
